위치ID,위치명,X좌표,Y좌표,지역코드,여행목적,여행일수,평점
POI01000000B1QE8K,제일타워,,,41630,2;1;4,1.0,4.0
POI010000006ICNI1,라세,126.9807794,37.4775733,11590,21;2;4,3.0,4.666666666666667
POI010000006MADW7,남한산성천주교순교성,126.3874568,33.31789883,41610,1;3;13,1.0,5.0
POI010000006LM7P5,MG새마을금고한남동제1지점,127.0062454,37.5311789,11170,23;7;22,4.0,4.666666666666667
POI01000000B1RZLJ,숲으로가는길펜션,127.3807172,37.7759664,41820,5;1;8,2.0,3.3333333333333335
POI01000000C4GPS9,아지트,,,11620,,,4.0
POI01000000EHBWRP,서부버스터미널,128.9835332,35.16316529,41287,,,4.333333333333333
POI010000006JLN1U,금강산금사우나,,,41310,,,4.0
POI01000000B77UR6,봉황산자연휴양림숲속의집,127.7576239,34.61404547,41285,24;22;26,1.0,4.0
POI01000000B6CVDX,이케아광명점,,,41210,23;5;1,2.0,5.0
POI010000006E0ZT8,연경대반점,126.93552,37.55874461,28110,6;22;4,1.0,2.3333333333333335
POI01000000C1QFKY,동아아파트/7동,,,11320,10;2;26,3.0,3.0
POI010000006GJOK9,프레지던트호텔,126.979443,37.565622,11140,,,5.0
POI01000000B5KMN5,새롬프라자2,,,41390,22;24;23,2.0,5.0
POI01000000BZ216F,정방폭포,126.5716053,33.24499661,41135,1;2;4,1.0,5.0
POI010000006GLEZG,대한제분,,,11440,1;26;22,2.0,4.0
POI010000006MZZM8,동북각루,,,41115,,,4.833333333333334
POI01000000B217XE,미사역효성해링턴타워101102동,,,41450,1;9;23,2.0,4.0
POI010000006GMGRB,윤원준기타교실음악학원,,,11170,1;6;22,1.0,4.0
POI01000000EAEKSA,부산역6번출입구,129.0414192,35.11510918,41463,2;12;22,1.0,3.6666666666666665
POI010000009G1XK3,인계예술공원,127.0364261,37.25940713,41463,9;24;22,1.0,4.0
POI01000000BGL4V7,스타벅스,126.7844128,37.49293291,41390,25;1;5,4.0,5.0
POI010000006K4D58,구의파크타운,,,11215,,,4.0
POI010000008DSM2X,평강식물원,127.0165239,36.73008108,41650,2;24;21,1.0,4.0
POI01000000CD9XF6,삼신교,126.5331605,33.50701956,41290,,,5.0
POI01000000BZ5O87,의성종합운동장,128.7025375,36.3566683,41450,2;6;11,1.0,5.0
POI01000000AMGM93,배다리생태공원,127.120595,36.99972829,11110,3;22;21,1.0,5.0
POI01000000B250BP,SOIL스카이주유소,,,41820,,,4.0
POI010000006DQDI0,오이도빨간등대,,,41390,22;24;23,2.0,4.666666666666667
POI01000000B5DGRW,SIMMONSTERRACE,127.4462547,37.197657,41500,1;22;24,1.0,3.6666666666666665
POI010000006HH0CC,부천종합운동장,,,41190,1;6;11,1.0,3.0
POI01000000EGA3X0,표선해비치해변야영장,126.8374248,33.32751092,11215,23;22;21,2.0,4.0
POI01000000B23CWK,한국예술종합학교/미술관,,,11290,3;6;27,1.0,3.6666666666666665
POI01000000B32NRQ,서귀포시모구리야영장,126.8219702,33.40626626,41570,2;11;12,1.0,3.6666666666666665
POI0100000074SRQG,가오치터미널버스정류장,128.3137168,34.90836951,28710,5;2;27,1.0,3.3333333333333335
POI01000000B33DVL,제주노블레스관광호텔,126.5034576,33.50115012,41285,9;22;26,1.0,5.0
POI01000000BXW7U1,미추홀공원,126.6495067,37.382357,28185,23;12;3,2.0,5.0
POI01000000B5NADM,승환빌딩,,,28200,1;23;4,2.0,4.666666666666667
POI010000006IX9KA,대훈빌딩,,,41173,23;24;10,2.0,5.0
POI01000000B4Y8J0,남한강사업소,,,11110,6;1;4,2.0,5.0
POI01000000B5FETY,이천농업테마공원,,,41500,9;11;1,1.0,5.0
POI01000000B4K22Z,단양대명콘도,128.3626106,36.97766898,41281,1;21;24,1.0,3.0
POI01000000BZ29J0,제주금호리조트,126.7018417,33.27324563,41800,9;24;8,1.0,4.666666666666667
POI010000006G5EGH,남원윤씨오룡골유적김포시향토유적11호종중,,,41570,21;22;4,1.0,2.6666666666666665
POI01000000AK081Z,유스퀘어광주종합버스,126.8793103,35.1604031,11140,6;3;22,4.0,4.0
POI01000000B1MWRH,레인보우모텔,,,41650,22;2;27,3.0,3.0
POI010000006K7S1M,갤러리라포레/B동,126.9239195,37.55631943,11200,6;1;22,1.0,3.6666666666666665
POI01000000EFNTW1,여수예술랜드리조트101동오동도,127.7770612,34.69509024,28110,3;6;23,2.0,4.333333333333333
POI01000000C1F8QM,천우명덕아파트,126.8355379,37.5530096,11140,6;11;4,2.0,3.3333333333333335
POI01000000AM5E1C,강남블루지움,,,11680,4;1;26,2.0,5.0
POI010000006N7BT0,E폴리스빌딩,127.0743758,37.252615,41115,21;11;2,4.0,5.0
POI01000000B1S4GK,원흥수리봉펜션,,,11710,,,5.0
POI01000000BSESY3,송도센트럴파크푸르지오시티A,,,28185,1;23;4,2.0,4.0
POI010000006N2TVF,광교호수공원,127.0669254,37.28422019,41820,,,4.0
POI010000006H5ZF2,하늘공원탐방객안내소,126.5211762,33.51393951,11440,22;28;26,1.0,4.333333333333333
POI01000000C47OW3,안양역한양수자인리버파크104동,,,41171,,,4.333333333333333
POI01000000C5HF9I,파크뷰,,,41610,,,4.333333333333333
POI010000006W7BS8,ICC제주국제컨벤션센터,126.4244399,33.24131911,41173,2;24;26,1.0,3.6666666666666665
POI01000000BZ1L6Y,김녕해수욕장,126.759314,33.55743886,41820,8;21;28,2.0,5.0
POI010000006FLJPA,공부의아침,126.6677227,33.54114523,41285,7;4;1,1.0,5.0
POI010000006E6QW8,인천항전력관리센터,,,28110,21;27;24,1.0,4.0
POI010000006XCQLM,구세군신흥동일본식가옥(등록문화재제183호),126.7060575,35.98616961,41830,23;24;11,2.0,2.3333333333333335
POI0100000096URTP,고양종합터미널,,,41285,5;27;2,3.0,3.3333333333333335
POI01000000BZAO6A,현풍시외버스터미널,,,27710,28;4;2,2.0,5.0
POI010000006DY18M,사염공원,,,28185,3;23;1,2.0,4.666666666666667
POI01000000ALZKR1,G마루호텔,127.0062686,37.26962137,41480,6;22;23,2.0,4.666666666666667
POI010000006FDUBZ,효명프라자,,,28200,2;6;22,3.0,5.0
POI010000006GKQRJ,송담빌딩,126.9915577,37.566733,11140,3;6;7,3.0,2.3333333333333335
POI0100000073L9NN,당항포자연사전시관,128.4008084,35.05819748,41800,,,4.666666666666667
POI01000000BFXNSY,용산역,126.9642024,37.52889767,11170,4;1;26,2.0,4.5
POI01000000BXWABL,송내역송내역상가,126.7527789,37.4876305,41190,7;24;27,3.0,5.0
POI010000006BUWEH,한탄강관광지관리사무소,,,41800,8;6;5,2.0,4.0
POI01000000B5B5PH,마루산펜션,127.0257711,37.50079257,41820,25;8;7,2.0,4.0
POI010000006GGYB7,이화빌딩,,,11110,22;6;1,1.0,4.0
POI010000006KGLD0,잠원안내센터,127.0122724,37.5206865,11650,1;2;26,2.0,5.0
POI01000000BZ1N4Y,라온더마파크,126.244325,33.35413025,11410,6;11;9,3.0,3.0
POI01000000B1SJP8,새벽종펜션,127.789325,36.49906977,41650,25;22;2,2.0,2.3333333333333335
POI01000000B1KHS1,노숙인현장상담실,126.907876,37.5156837,11200,,,5.0
POI01000000BYCM8B,서울강서경찰서,,,11500,,,3.3333333333333335
POI01000000ALUYWF,라마다,,,26470,2;23;26,2.0,5.0
POI01000000AMANQF,더이진,,,41500,1;2;9,1.0,4.0
POI01000000B1KA68,마포지대사무소,,,11560,,,3.0
POI01000000BXT9FL,춘천시외버스터미널,,,42110,2;9;22,1.0,3.6666666666666665
POI010000006GM4Z7,산천동부군당,,,11170,3;22;24,2.0,3.6666666666666665
POI01000000BVUUKA,팔달구청앞수원화성박물관버스정류장,127.0190255,37.28271753,41115,3;12;11,1.0,3.6666666666666665
POI01000000B21H2T,서울한방진흥센터,,,11230,10;6;23,2.0,5.0
POI01000000B6HVWL,한국도로공사,127.0985625,37.4133125,41131,,,5.0
POI010000006ROHKI,프라임빌딩,,,41590,2;22;11,2.0,3.0
POI010000007TH56O,트윈시티남산오피스텔,126.9727511,37.5509795,11170,,,4.0
POI01000000C18NY2,강선마을16단지동문아파트/1601동,,,41287,1;4;11,1.0,5.0
POI01000000BXYHH0,부천역부천역사쇼핑물이마트,126.7826654,37.4840296,41190,23;10;21,2.0,5.0
POI010000006KF9BL,현대백화점,,,11680,,,3.0
POI01000000B1G5IB,센트로폴리스,,,11110,3;4;6,2.0,5.0
POI010000006I0QIS,베니키아프리미어호텔베르누이,,,11530,1;3;28,2.0,2.3333333333333335
POI01000000B241S6,서울숲공원,127.0376178,37.54432223,11200,9;4;7,2.0,4.5
POI01000000BYBO59,구로역,126.8823081,37.50334156,11530,1;4;26,1.0,3.0
POI010000006CCGMS,청산농원,,,41650,,,5.0
POI01000000BS56X7,대원군별장,,,11110,6;3;24,3.0,5.0
POI01000000C1RVVQ,삼부르네상스아파트/205동,,,41220,24;21;22,1.0,2.6666666666666665
POI01000000B5C9SP,남이섬관광휴양지,,,42110,,,3.3333333333333335
POI01000000BYA5TD,용산역,126.9640447,37.5288539,11170,1;6;4,2.0,4.333333333333333
POI01000000BFVDF9,전등사,126.4847789,37.63214569,28710,1;3;13,1.0,5.0
POI01000000AMGCVF,프라자컨트리클럽,127.1441266,37.13166128,28200,,,3.6666666666666665
POI010000006N83WW,플러스타운빌딩,,,41117,2;1;3,2.0,4.0
POI010000008V93U5,신라식당천마총,129.215423,35.8346972,47130,3;1;2,3.0,2.3333333333333335
POI01000000B1XKC1,공릉행복주택아파트,,,11350,,,4.0
POI01000000BZLSRA,천은사(전라남도문화재자료제35호),127.4763203,35.27387997,11110,21;4;26,1.0,3.6666666666666665
POI01000000BYFUHV,미사리경정장·조정카누경기장,,,41450,13;28;3,3.0,5.0
POI010000006G7MS3,명성프라자,126.6531952,37.5587791,28260,25;24;22,2.0,3.3333333333333335
POI010000006XAYSZ,은파관광지관리사무소,126.6898948,35.95542207,28260,,,4.0
POI010000006M8CZ7,여암빌딩,,,41135,,,5.0
POI010000006NXQV7,국립낙동강생물자원관LPG저장소,128.2545243,36.44314546,41830,,,3.3333333333333335
POI010000006M23RK,도씨에빛I빌딩,,,11650,22;1;3,4.0,4.0
POI010000006CAUN5,경기도평화교육연수원,127.0643926,37.94476415,41250,28;6;2,1.0,3.6666666666666665
POI01000000BS51PU,영국대사관,,,11140,6;22;3,3.0,5.0
POI010000006M8HDQ,펀스테이션,,,41135,27;21;24,2.0,3.3333333333333335
POI01000000B261DT,아탈리아소파,,,41360,22;26;2,1.0,5.0
POI010000006FXFPI,킨텍스,126.7464511,37.66955186,41285,4;6;11,2.0,5.0
POI010000006HME7Q,더파크365,,,11560,6;7;10,2.0,3.3333333333333335
POI010000008DE904,축석자연농원,,,41650,22;5;24,1.0,5.0
POI010000006GKAJV,SKY모텔,,,11111,3;4;11,2.0,4.333333333333333
POI01000000BY9AH5,장흥조각공원,126.9488011,37.7311252,41630,22;23;1,2.0,3.3333333333333335
POI01000000B1Q0VT,연천선녀바위펜션,,,41800,2;3;1,2.0,4.333333333333333
POI010000006JAZ82,세환타워,,,41410,4;1;7,1.0,2.3333333333333335
POI010000006LZHCF,서울남부터미널,127.0155534,37.48456901,11680,1;4;10,3.0,5.0
POI01000000C0UK9V,위례아이파크1차/101동,126.6989531,37.78817425,11710,1;26;21,1.0,5.0
POI01000000B31Y5E,오설록티뮤지엄,126.2894893,33.30591329,41480,,,4.0
