위치ID,위치명,X좌표,Y좌표,지역코드,여행목적,여행일수,평점
POI0100000075VI5Q,오션블루,,,42820,,,4.0
POI01000000BYL280,평택비전지웰푸르지오아파트,127.1225101,36.99743397,47250,24;6;11,2.0,3.3333333333333335
POI01000000789X7O,빛가람호수공원,126.7902474,35.01693706,26350,,,4.0
POI01000000BYGEON,인터컨티넨탈서울코엑스,127.0597769,37.51131841,42230,6;22;24,1.0,5.0
POI010000009G71ZS,통일안보전시관,128.9984356,37.7201651,42150,3;6;21,3.0,5.0
POI010000006BE41W,고성화암사화장실,128.4691932,38.2267873,42820,,,4.333333333333333
POI010000006YQGV1,코앞맛집타운,128.0579683,35.166478,48170,3;22;7,3.0,2.6666666666666665
POI0100000077B7G8,동광입시학원,129.338762,36.1988094,47113,,,4.0
POI010000006BE9DD,백담사,,,42810,28;3;24,1.0,3.0
POI01000000BSEMTS,오색그린야드호텔,128.4475497,38.08027549,42830,5;28;21,2.0,4.0
POI01000000C6RUUT,스위트존가동,126.8364402,37.51855139,31140,7;22;4,2.0,5.0
POI0100000076HTJ2,플레이호텔,,,31140,21;27;26,2.0,5.0
POI01000000BGGW32,원주한지테마파크,,,42130,,,4.0
POI0100000075Q9QX,평창휴게소,128.463357,37.6108694,42760,22;1;2,2.0,3.6666666666666665
POI01000000B56NUZ,하이원스키장,128.8259731,37.20812119,42770,2;6;21,2.0,5.0
POI01000000BXSO8S,원주중원전통시장,127.9494669,37.34974788,42130,,,5.0
POI01000000BYUICT,언양종합상가시장,129.1260588,35.5636757,31710,26;6;24,2.0,4.0
POI010000006D1UPZ,골든스퀘어2,,,42130,,,4.5
POI010000006CSB9Q,에스파스호스텔,,,42110,2;27;12,2.0,3.3333333333333335
POI010000006CTK1S,미스터닭갈비막국수,127.5255518,37.80361377,41820,5;6;27,1.0,5.0
POI01000000BBU03F,토요코인부산서면,129.0640686,35.1579657,26230,26;22;6,3.0,5.0
POI010000006PELPF,한국철도공사대전충남본부,127.4341122,36.33229969,42230,5;3;24,1.0,4.0
POI0100000076E62V,남산내과의원센텀연의원원영상의학과의원,,,26350,10;4;22,1.0,4.0
POI0100000095QTVO,씨모텔,129.2142828,35.8463748,47130,1;2;26,3.0,3.666666666666667
POI01000000BYYZ79,송정해수욕장,129.1997001,35.17859694,26350,5;23;1,2.0,5.0
POI0100000075YJE3,밸류호텔강릉,128.8254098,37.88915547,11680,22;12;4,2.0,3.3333333333333335
POI01000000B32K95,조랑말타운승마장,126.7722168,33.40789977,47280,1;9;22,1.0,3.6666666666666665
POI01000000EGK3JW,클램파크,,,48330,2;26;1,1.0,5.0
POI010000006BH0SM,속초농협하나로마트,128.5791558,38.1944323,42210,,,4.0
POI010000006CWC7T,용머리공원안내센터,,,42800,8;5;21,2.0,4.666666666666667
POI010000008VIQMT,할매떡볶이,129.3638741,36.0365882,47113,,,2.6666666666666665
POI01000000BSKNIO,우경농장,,,48850,,,5.0
POI01000000C32ITO,괴산동부아파트/102동,127.7940712,36.80512719,26200,22;24;1,1.0,5.0
POI010000006PQI21,유림정,127.3574414,36.35997097,42150,3;22;23,2.0,4.333333333333333
POI010000006S68OW,월포여름치안센터,129.3712545,36.20164822,47113,,,5.0
POI01000000BXRF2C,도계읍사무소,129.0451533,37.2363961,42230,24;28;22,2.0,3.3333333333333335
POI010000006BGYLC,레이크모텔,128.5815573,38.1965234,42210,,,5.0
POI0100000075VK8V,청간정,128.5583824,38.26441307,26230,2;22;24,1.0,2.3333333333333335
POI010000006GRBEY,난지캠핑장,126.8721662,37.5699951,11440,3;5;28,2.0,3.0
POI01000000D6N4KQ,서울상회,129.0305933,35.0966394,26110,,,5.0
POI01000000BYO1QK,강선암,128.6172861,35.82730608,48850,28;22;9,1.0,5.0
POI0100000075VAN0,팜파스호텔&리조트,128.600826,38.18905712,28237,3;2;1,2.0,3.666666666666667
POI0100000073JFNR,MG새마을금고성동황성지점,129.2171549,35.8677815,47130,,,3.6666666666666665
POI01000000BSVLBQ,현대백화점,,,27110,6;2;4,1.0,3.0
POI01000000BWLDVW,S-OIL청통(익산방향)충전소,,,47230,1;21;24,1.0,3.0
POI01000000AK8GP3,개구리생태공원,127.0070289,35.32544652,42110,2;6;1,2.0,3.3333333333333335
POI01000000BXS8AE,금호리조트(주)설악,128.5494772,38.18183961,11290,3;13;28,2.0,5.0
POI01000000BSQLPZ,뉴대구호텔,,,47170,4;1;21,2.0,2.3333333333333335
POI01000000BWFXGV,언양휴게소(서울방향),,,31710,1;22;7,2.0,4.333333333333333
POI01000000BT632B,꽃마을경주한방병원,,,47130,3;22;24,1.0,3.0
POI01000000B5B962,벨리암펜션,127.6409245,37.78857851,42110,6;22;1,2.0,5.0
POI010000006TE5JX,남풍횟집,129.2271753,35.2179541,26710,5;23;26,2.0,4.0
POI0100000075VIUF,켈리포니아모텔,,,11530,22;28;1,2.0,3.3333333333333335
POI010000006W5RZT,법화사대웅전,126.4576028,33.26532872,26200,24;1;22,1.0,3.3333333333333335
POI01000000CCB5XX,한성원룸,127.4466763,36.33398726,47830,,,4.0
POI01000000EHK4U9,경남지방경찰청봉림관,128.6908555,35.23946503,48121,6;21;22,1.0,4.0
POI0100000084C2OA,제이닷홈,129.1110034,35.1727615,26500,6;4;2,2.0,5.0
POI01000000BSLD63,VIGOCIELO,127.756273,34.70302264,42760,5;22;23,2.0,5.0
POI010000006T9OYQ,신세계백화점센텀시티점,129.1297466,35.1687032,26110,1;7;10,2.0,4.0
POI01000000B2069O,진접농협연평지점,,,41360,24;10;27,3.0,5.0
POI01000000BGFN9Y,원주용소막성당,,,42130,13;9;24,1.0,4.333333333333333
POI0100000076UHBV,B호텔,128.8707471,35.083334,26440,3;4;2,4.0,4.0
POI010000006Z0JEY,곤명농업협동조합,,,48240,2;3;8,2.0,4.666666666666667
POI01000000BXPOZG,중앙시장,128.8985663,37.7539833,42150,22;1;2,2.0,4.333333333333333
POI010000006DE283,청령포모텔,128.4531594,37.18445167,44230,3;9;4,2.0,5.0
POI01000000BY3TJK,세곡동주민센터,127.1065697,37.4737808,11680,,,4.0
POI01000000C5YP00,새서울빌,127.9289402,37.34673935,42130,,,4.166666666666666
POI01000000C273QA,대우마리나2차아파트/202동,,,26350,2;6;9,2.0,4.0
POI01000000BZ39UC,봉천사,,,47280,22;2;6,1.0,4.0
POI010000006WUZVM,엑스포주제관,127.8293066,35.4409635,48860,1;3;22,3.0,2.0
POI01000000BSE3N3,오크밸리리조트오크힐스컨트리클럽,,,42130,,,5.0
POI01000000B5ABEB,NHOIL농협주유소,,,42830,,,4.333333333333333
POI01000000DQIHSQ,태화강역,129.3534992,35.53881719,31710,22;24;5,1.0,5.0
POI010000006N1USC,창룡문,127.0251435,37.28779104,31710,22;5;24,1.0,3.0
POI010000006B87NF,대관령목장,,,42760,22;24;12,1.0,4.0
POI01000000C08SKS,삼우그린아파트,,,42150,25;21;22,2.0,2.6666666666666665
POI01000000BGHBCR,다키닥팜,,,42760,,,2.3333333333333335
POI01000000BSC7J1,호텔래이온,,,44150,3;6;9,2.0,4.0
POI010000006UDFVJ,코인모텔,,,26170,,,2.0
POI0100000076T4W2,네오스퀘어,,,26410,1;10;4,2.0,5.0
POI010000006CM055,춘천중앙시장,127.7253844,37.8781044,42110,2;7;1,1.0,3.5
POI010000006VWNAQ,동문시장고객지원센터,126.5260174,33.51158875,42130,,,4.0
POI01000000BSVW9Z,동산기독병원사택지,,,27110,11;3;6,2.0,4.0
POI010000008VVOUC,소소담펜션,129.2778787,35.8328975,47130,2;3;27,2.0,3.666666666666667
POI0100000076R0TT,충혼탑관리사무소,,,48121,,,4.0
POI01000000EGQOFJ,전망대매화관광휴양지,,,48330,27;22;26,1.0,2.0
POI01000000CAPUYZ,메르디앙,127.7282284,37.8821512,47113,3;6;22,2.0,1.0
POI010000006A5HKI,대강양조장,,,43800,,,4.0
POI010000006YP5MG,수목종합전시원,126.5213197,33.51796837,48170,2;9;24,2.0,3.6666666666666665
POI01000000BZWFL2,국립해양생물자원관,126.6702882,36.01779629,31140,2;26;22,1.0,5.0
POI010000006GG7MR,경복궁태원전,126.9768967,37.57760878,42170,22;26;21,1.0,4.0
POI01000000B7HI2F,나인테마모텔,129.0453481,35.54765162,31710,5;28;22,1.0,5.0
POI01000000BSVH7I,대암프라이빗,126.456093,37.4397853,47111,1;2;9,1.0,4.333333333333333
POI010000006CGYKC,정선리조트,128.8354061,37.21126914,42770,6;9;3,2.0,4.0
POI0100000075YGI4,YOLOHA하우스커피,,,42830,5;27;28,2.0,5.0
POI01000000BZBOSX,포스코역사관,,,47111,2;6;11,1.0,5.0
POI01000000C9EIO1,대신펠리체,127.7282284,37.8821512,26110,,,5.0
POI01000000BZ55VB,안동화천서원,,,47170,,,3.3333333333333335
POI010000006CQZCF,부안막국수,127.1284189,36.46749207,42110,4;22;26,1.0,5.0
POI010000006S5JYG,바다소리펜션,129.3876345,36.3481715,47770,2;24;6,3.0,4.333333333333333
POI01000000BZ0BIZ,해운대해수욕장,129.1598547,35.15852322,26350,4;22;23,2.0,5.0
POI0100000075SRB2,아이체크현진호텔,129.1175038,37.5228565,11350,4;22;26,2.0,4.0
POI010000006S9RXR,바다시청북부여름파출소,129.378187,36.05506957,42230,2;9;22,2.0,3.3333333333333335
POI010000006VSCQR,일조민박,126.9349023,33.46461844,41115,3;22;2,2.0,4.0
POI010000006D571S,아트리움,,,42130,,,4.0
POI01000000AMIL72,우리타워,126.6217493,33.25653512,48330,24;27;2,1.0,5.0
POI01000000BYZEL3,벡스코역,129.1367054,35.17123993,31110,21;24;4,2.0,5.0
POI010000006GIJ8R,서울역,,,11170,3;4;6,3.0,4.0
POI01000000C3CFXZ,속초아이파크아파트102동,,,42210,22;4;26,1.0,4.0
POI01000000C9C7FF,동래한신맨션7동,126.5575262,33.24948072,26260,26;4;3,2.0,1.6666666666666667
POI0100000078BA84,구례5일장,127.4699149,35.21065999,42830,21;25;13,1.0,5.0
POI010000006BFR9S,속초시수산업협동조합,,,42210,5;1;6,2.0,5.0
POI010000006Y4V0Z,은하사대웅전,127.5092502,34.88798211,48250,3;2;12,2.0,5.0
POI010000006B4ZGW,라메르호텔,,,28200,9;4;23,2.0,3.0
POI010000006TPIKM,명성탑,129.0230331,35.15902255,42750,3;9;4,2.0,4.0
POI01000000B2TLI5,전주고속버스터미널,127.1292206,35.83450993,42730,,,3.6666666666666665
POI010000006BEON2,인제스피디움,,,42810,5;2;23,2.0,4.333333333333333
POI010000006BEOQ5,인제스피디움호텔,,,42810,5;6;12,2.0,5.0
POI01000000B7GGKU,THEK모텔,,,30140,1;28;22,2.0,2.3333333333333335
POI01000000BXRYKD,속초해수욕장,128.6040985,38.19005289,48170,6;22;26,2.0,4.666666666666667
POI010000008MREYT,신피디통큰생선구이우,128.5920933,38.2027603,42210,,,2.3333333333333335
POI01000000BGSIKH,아리랑,128.9690249,35.046471,26380,,,5.0
POI01000000BG00L8,청량리역,,,11230,,,4.0
POI0100000075W1IN,강릉녹색도시체험센터,,,42150,22;6;26,1.0,3.3333333333333335
POI010000006SSWAS,언양명품주먹떡갈비,,,31710,3;9;23,2.0,4.0
POI0100000076E5TL,노보텔엠베서더부산,,,26350,4;9;22,1.0,4.0
POI01000000B7S71E,진주고속버스터미널,126.5787127,33.24415532,48170,9;3;4,2.0,4.0
POI01000000CX6PLL,이희성즉석빵,129.3665842,36.0351362,47113,5;22;23,3.0,5.0
POI010000006ELHFX,홈플러스상동점,,,41190,3;22;24,2.0,3.3333333333333335
POI010000006CLYWT,철원청정한우촌,,,42780,,,3.6666666666666665
POI01000000B8CDQU,청량산도립공원관리사무소,,,47920,28;13;1,1.0,5.0
POI010000006CJVB3,흥전1리마을회관,,,42230,,,3.3333333333333335
POI01000000B5AFXY,알프스비치콘텔,128.7262361,38.02148669,41190,2;5;10,2.0,1.3333333333333333
POI010000006B4W9M,강릉고속터미널,,,42150,,,3.3333333333333335
POI01000000BZWABN,무주반딧불장터,,,45730,3;6;9,2.0,5.0
POI0100000075TWDA,강릉녹색도시체험센터,128.9083307,37.7905463,42150,,,5.0
POI01000000B31Y5E,오설록티뮤지엄,126.2894893,33.30591329,47130,6;9;11,1.0,4.0
POI010000006GHDX9,정독도서관1동,126.9829955,37.58143003,42830,,,5.0
POI010000008WQ8SQ,대길옻닭,128.7474,35.6418731,47820,1;5;22,2.0,5.0
POI01000000B0HGBF,칠보산휴게소,129.4161511,36.6323325,47770,24;23;7,3.0,3.0
POI01000000BUZCNZ,대구광역시문화예술회관,128.5590123,35.8446669,27290,,,5.0
POI010000006WZKHY,한국천문연구원인공위성레이저관측소,,,48880,9;22;28,1.0,3.0
POI010000006BCBHH,어메이징모텔,128.7619345,37.9682943,42830,5;2;7,2.0,4.0
POI010000006LN83L,함춘약국,127.0173484,37.28646251,31140,7;22;4,2.0,5.0
POI01000000BYLSVD,남일대해수욕장,128.096398,34.92658645,47840,9;22;6,1.0,4.0
POI010000006B7OV3,용평리조트드래곤플라자,128.6792038,37.6443896,42760,22;1;2,2.0,5.0
POI01000000B7PMB0,지수초등학교폐교,,,48170,6;9;3,1.0,4.333333333333333
POI0100000076C8LE,성진회센타,,,26500,3;4;6,3.0,1.0
POI0100000076CNAI,경암빌딩,,,26230,1;4;26,2.0,4.666666666666667
POI0100000075SR1S,석류파크모텔,129.1170532,37.520783,42170,26;2;24,2.0,4.0
POI01000000DLUO3F,연세대학교원주캠퍼스/정의관,127.901241,37.28107577,42830,24;22;23,1.0,3.6666666666666665
POI0100000076RW1X,tt호텔,126.9282125,33.43058701,11620,21;24;23,2.0,4.333333333333333
POI010000006TOQNW,호텔아쿠아펠리스,,,26500,1;6;10,2.0,4.0
POI0100000077F62X,유니의바다카라반캠핑장,,,30230,21;22;26,2.0,4.0
POI010000006DL6V1,삼척활어회센타,129.1912552,37.4383276,42230,1;4;7,3.0,5.0
POI0100000077FG5A,블랙호텔,,,47111,22;24;8,4.0,5.0
POI01000000BSLVCR,당사자연산직판장,,,31200,3;4;1,2.0,4.0
POI01000000DQJ4TF,리센오션파크속초B동,,,42210,1;22;23,2.0,4.666666666666667
POI01000000B6ZQY0,강촌애펜션,128.9091347,35.523422,48270,3;2;27,2.0,5.0
POI010000006YTPXF,천황식당,,,48170,6;22;26,2.0,4.0
POI0100000084YBYF,스타벅스,129.1208587,35.1550479,26500,6;4;2,2.0,5.0
POI010000006V7MKA,마산세관,,,48125,9;23;4,1.0,4.0
POI0100000076HPKZ,업스퀘어CGVIMAX교보문고,129.3390503,35.54159979,31140,22;24;1,1.0,5.0
POI0100000076DQBN,대하대중탕사랑의동물병원윤선생영어숲해운대신도시학원,129.1755401,35.1781069,26350,6;4;2,4.0,4.666666666666667
POI010000006CWPJI,용화산자연휴양림관리사무소,127.7594444,38.0136111,42110,8;10;22,2.0,5.0
POI010000006O9V60,구미채미정(명승제52호),,,47190,21;3;9,2.0,4.0
POI01000000E1399W,의상기념관,128.6282834,38.1247862,42830,5;3;22,2.0,3.0
POI010000006M7263,GS칼텍스대일주유소,,,41135,3;13;25,1.0,4.0
POI010000006YRA45,한성가든,128.118065,35.1860005,48170,9;11;3,1.0,3.0
POI01000000BZ1XW0,씨사이드아덴,126.4141338,33.248447,31140,7;22;4,2.0,5.0
POI01000000C0MW6W,벽산아파트1단지/117동,126.9182454,37.4522125,31140,22;5;24,1.0,3.6666666666666665
POI010000006CMAY8,동철원농협,,,42780,4;26;9,1.0,3.0
POI01000000BXPQCV,주문진해수욕장,128.8170124,37.9124507,42150,22;1;2,2.0,4.333333333333333
POI010000007369YJ,와모텔,,,47113,,,3.3333333333333335
POI010000006CLFES,수로모텔,,,42110,21;26;24,2.0,5.0
POI010000006YSXF4,코코호텔,,,48170,6;22;26,2.0,4.333333333333333
POI010000006T98V7,씨클라우드,128.5735634,38.1958869,26350,7;1;6,2.0,3.3333333333333335
POI010000006TG8K3,민락타운,129.1238321,35.1555583,26500,,,5.0
POI01000000CYPWTK,종합화장품,129.0674029,35.1531708,26230,5;23;26,2.0,5.0
POI01000000BXPDRX,인구해수욕장,128.7625133,37.96910671,48170,,,4.666666666666667
POI010000006VNU9N,한산호텔,,,26350,7;2;6,2.0,3.0
POI0100000075XUIH,라마다호텔평창,,,28185,10;2;23,2.0,4.0
POI010000006VRI6C,도장포펜션,128.6611755,34.7418071,47250,,,1.6666666666666667
POI01000000BG0BB9,올림픽공원,127.1253167,37.51882828,27230,22;4;7,2.0,4.0
POI01000000C136WE,한국아파트/103동,126.6990352,37.62570754,47130,3;22;23,2.0,3.6666666666666665
POI01000000BGHYNP,하슬라아트월드,,,42150,6;22;24,2.0,4.666666666666667
