VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
2211050006,c_c012586,6,보이드맨션,2022-11-05,2022-11-05,충북 청주시 청원구 상당로 314,충북 청주시 청원구 내덕동 201-1,127.4900391,36.65541681,,,POI01000000BSDNGF,청주첨단문화산업단지,30,11,N,2,,5,5,5,
2210150007,c_c005055,7,관방제림,2022-10-15,2022-10-15,,,,,,,,,90,2,Y,4,,5,5,5,
2210310007,c_c009562,12,순천역,2022-10-31,2022-10-31,전남 순천시 팔마로 135,전남 순천시 덕암동 139-1,127.5032361,34.94576783,,,POI01000000AKO96T,순천기관차승무사업소,30,9,Y,6,,5,4,4,
2210080003,c_c003268,4,전동떡갈비,2022-10-08,2022-10-08,,,127.0028257,37.58028876,,,,,30,11,N,2,,4,3,4,45111
2208280002,b_b001054,12,NCNP,2022-08-28,2022-08-28,전남 여수시 망양로 201,전남 여수시 만흥동 111-2,127.7461777,34.77319541,,,,,30,12,N,9,,5,5,4,
2210020007,c_c003363,5,구례Y식자재마트,2022-10-02,2022-10-02,전남 구례군 구례읍 구례로 480,전남 구례군 구례읍 봉남리 6-2,127.4675167,35.20459603,,,,,30,10,N,6,,4,4,4,
2210300005,c_c009058,5,집,2022-10-30,2022-10-31,,,,,,,,,360,21,,,,,,,30200
2209260003,c_c003568,5,남도랑,2022-09-26,2022-09-26,전남 목포시 옥암로54번길 5,전남 목포시 옥암동 996-2,126.4292737,34.80461885,,,,,30,11,N,3,,2,2,2,
2210300007,c_c006737,7,아크로빌,2022-10-30,2022-10-31,서울 성북구 장위로15길 94-3,서울 성북구 장위동 219-293,127.0451118,37.61704511,,,,,300,21,,,,,,,
2211040001,c_c010049,1,집,2022-11-04,2022-11-04,,,,,,,,,,21,,,,,,,47150
2210220003,c_c006105,3,드림숲,2022-10-22,2022-10-22,,충북 충주시 동량면 조동리 산 188,128.0040603,37.00543088,,,,,120,13,Y,4,,5,5,5,
2210090005,c_c003224,10,카페달곰,2022-10-09,2022-10-09,전북 전주시 완산구 은행로 71 카페달곰,,127.1529068,35.81369008,,,,,30,11,N,2,,5,5,5,45111
2210080001,c_c005065,1,집,2022-10-08,2022-10-08,,,,,,4817013700,POI010000006GK6HP,남산케이블카,,21,,,,,,,
2210190002,c_c006539,7,두정역효성해링턴플레이스아파트,2022-10-19,2022-10-20,충남 천안시 서북구 봉정로 324,충남 천안시 서북구 두정동 63-6,127.1470187,36.83035491,,,,,480,22,,,,,,,
2210310002,c_c011799,10,경기전,2022-10-31,2022-10-31,전북 전주시 완산구 태조로 44,전북 전주시 완산구 풍남동3가 102,127.1497299,35.81538665,,,POI01000000B2TJL6,경기전사적지339호,30,2,N,1,,5,5,5,
2210310001,c_c006594,10,여수연안여객터미널 공영주차장,2022-10-31,2022-10-31,,,,,,,,,0,9,N,11,,5,3,3,46130
2209300001,c_c002920,8,오수,2022-09-30,2022-10-01,,,,,,,,,510,22,Y,11,,4,4,4,45750
2209300009,c_c002617,9,더정가스테이,2022-09-30,2022-09-30,전북 전주시 완산구 기린대로 76,전북 전주시 완산구 풍남동3가 9-17,127.1549695,35.81605775,,,,,60,24,N,8,3,4,3,3,
2210160010,c_c007419,11,군산먹거리통합지원센터 군산로컬푸드직매장,2022-10-16,2022-10-16,전북 군산시 해망로 224,전북 군산시 장미동 15-1,126.7132305,35.98967654,,,,,0,4,N,9,,2,2,2,
2209030001,c_c001194,20,서도역영상촬영장,2022-09-03,2022-09-03,전북 남원시 사매면 서도길 32,전북 남원시 사매면 서도리 2-4,127.3296717,35.49046839,,,,,30,2,N,1,,4,3,5,
2210010001,c_c003781,2,백제문화단지  홍산산성,2022-10-01,2022-10-01,충남 부여군 규암면 백제문로 455,,,,,,POI01000000E90JZ1,백제역사문화관,60,2,N,1,,4,3,3,44760
2208200002,c_c000653,8,집,2022-08-20,2022-08-21,,,,,,,,,120,21,,,,,,,30170
2211050004,c_c013732,14,비룸스튜디오 전주한옥마을점,2022-11-05,2022-11-05,전북 전주시 완산구 태조로 25,전북 전주시 완산구 교동 70-6,127.1520197,35.81441492,,,,,30,12,N,9,,5,5,5,
2209290002,c_c003286,31,곰소염전,2022-09-29,2022-09-29,,전북 부안군 진서면 진서리,126.6167215,35.59248546,,,,,30,1,N,1,,4,3,3,
2210300004,c_c006698,5,운림산방,2022-10-30,2022-10-30,전남 진도군 의신면 운림산방로 315,전남 진도군 의신면 사천리 61,126.3085326,34.46637343,,,POI01000000B397KA,운림산방,30,2,N,1,,4,3,5,
2210280006,c_c008277,6,세계수영선수촌중흥에스-클래스센트럴아파트,2022-10-28,2022-10-29,광주 광산구 금봉로 106,광주 광산구 우산동 1621,126.8124885,35.15091694,,,POI01000000CAY18P,중흥S클레스센트럴아파트117동,630,21,,,,,,,
2208290002,c_c001509,7,파도리해식동굴,2022-08-29,2022-08-29,,충남 태안군 소원면 파도리 산 203,126.1332751,36.74434633,,,,,60,1,N,1,,5,5,5,
2211050007,c_c013636,7,화암서원,2022-11-05,2022-11-05,충남 보령시 청라면 죽성로 411,충남 보령시 청라면 장산리 산 27-1,126.6273062,36.39439416,,,POI01000000BZZK5U,화암서원(충남문화재자료제138호),30,2,N,10,,4,3,3,
2210080004,c_c004900,4,대호식당,2022-10-08,2022-10-08,광주 동구 증심사길30번길 37,광주 동구 운림동 992,126.9590345,35.13317929,,,,,60,11,N,1,,5,5,5,
2208210004,c_c001029,15,집,2022-08-21,2022-08-22,,,,,,,,,150,21,,,,,,,11350
2208060006,c_c000049,12,더샵게스트하우스,2022-08-06,2022-08-07,충북 단양군 단양읍 별곡11길 9,충북 단양군 단양읍 별곡리 602,128.3702005,36.98689629,, ,POI0100000078V3IR,더샵게스트하우스,120,24,Y,2,7,4,3,3,
2210230003,c_c006457,9,광주송정역,2022-10-23,2022-10-23,광주 광산구 상무대로 201,광주 광산구 송정동 1003-1,126.790805,35.13766751,,,POI01000000B2CNEM,광주송정역,60,9,Y,6,,3,3,3,
2208190001,c_c000414,1,집,2022-08-19,2022-08-19,,,,,,,,,,21,,,,,,,27290
2209240007,c_c002897,7,닷돈재 풀옵션캠핑존,2022-09-24,2022-09-25,,충북 제천시 한수면 송계리 70-2,128.0934149,36.8440259,,,POI01000000C02EK8,닷돈재야영장,420,24,N,1,5,5,5,5,
2210050004,c_c005377,8,미몽,2022-10-05,2022-10-05,충북 증평군 증평읍 인삼로 408,충북 증평군 증평읍 미암리 829,127.5862358,36.81270065,,,,,90,11,N,2,,5,4,4,
2208280002,c_c001690,8,이지원카페로,2022-08-28,2022-08-28,전남 구례군 산동면 지리산온천로 192,전남 구례군 산동면 탑정리 791,127.4512536,35.31294959,,,,,90,11,N,9,,5,5,5,
2208250005,c_c001870,6,키치키치,2022-08-25,2022-08-25,대전 중구 대종로480번길 53,대전 중구 은행동 65-5,127.4293866,36.32847054,,,,,0,10,N,9,,4,4,4,
2211050003,c_c013283,10,드림레저 패러글라이딩,2022-11-05,2022-11-05,충북 단양군 단양읍 수변로 59-1,충북 단양군 단양읍 도전리 506,128.3704022,36.98086438,,,POI0100000078V3NW,롯데게스트하우스,60,5,N,2,,4,4,4,
2210230001,c_c006905,11,보석사은행나무,2022-10-23,2022-10-23,,충남 금산군 남이면 석동리 709,127.4755314,36.05357181,,,POI01000000BZX7V5,의병승장비,30,2,N,5,,4,4,4,
2210010005,c_c003006,12,섬진강대나무숲길,2022-10-01,2022-10-01,,전남 구례군 구례읍 원방리 1,127.4652952,35.1863091,,,,,30,1,Y,1,,5,5,5,
2208280006,c_c001734,6,집,2022-08-28,2022-08-29,,,,,,,,,450,21,,,,,,,44133
2209250001,c_c003466,1,집,2022-09-25,2022-09-25,,,,,,,,,,21,,,,,,,11620
2210300005,c_c012487,5,우렁이박사,2022-10-30,2022-10-30,충남 당진시 신평면 샛터로 7-1,충남 당진시 신평면 도성리 499-11,126.8028233,36.87993128,,,,,30,11,Y,1,,5,5,5,
2211080003,c_c009965,8,김순옥댓잎찹쌀도너츠 본점,2022-11-08,2022-11-08,전남 담양군 담양읍 향교길 6-1,전남 담양군 담양읍 향교리 287-1,126.9858654,35.32477981,,,,,30,11,N,1,,5,5,5,
2208260004,c_c001833,3,순천역,2022-08-26,2022-08-26,전남 순천시 팔마로 135,전남 순천시 덕암동 139-1,127.5032361,34.94576783,, ,POI01000000BUTJGT,순천역,0,9,N,5,,4,4,4,
2210280005,c_c010071,4,그랑깨,2022-10-28,2022-10-28,전북 남원시 광한서로 52,전북 남원시 금동 29,127.3781876,35.40586071,,,,,30,11,N,2,,5,4,4,
2211110007,c_c014203,7,여행하기 좋은날 게스트하우스,2022-11-11,2022-11-12,전남 여수시 교동남1길 5-4,전남 여수시 교동 467,127.7337716,34.73963081,,,POI010000006YDA5S,여행가기좋은날게스트하우스,180,24,N,8,7,5,5,5,
2209240004,c_c002053,3,샐러바웃 나주혁신점,2022-09-24,2022-09-24,전남 나주시 상야1길 21,전남 나주시 빛가람동 196-5,126.7878804,35.02258819,,,POI0100000078E03S,킹덤프라자,60,11,N,2,,3,2,2,
2208310002,c_c001357,7,구천동계곡,2022-08-31,2022-08-31,,전북 무주군 설천면 삼공리,127.7667099,35.84899403,,,,,30,1,Y,4,,5,5,5,
2209240004,c_c002905,4,경암동철길마을,2022-09-24,2022-09-24,,전북 군산시 경암동 539-4,126.7349894,35.98131266,,,,,90,7,N,1,,4,4,4,
2209040001,c_c001295,7,딸기향농촌테마공원,2022-09-04,2022-09-04,충남 논산시 부적면 부적로 665,충남 논산시 부적면 충곡리 276-21,127.1685133,36.19028516,,,,,120,6,N,9,,5,5,5,
2210020005,c_c003015,5,한수제,2022-10-02,2022-10-02,,전남 나주시 경현동,126.7077581,35.03407649,,,,,30,1,N,1,,5,5,5,
2208260004,c_c001240,11,전북대학교 전주캠퍼스,2022-08-26,2022-08-26,전북 전주시 덕진구 백제대로 567,전북 전주시 덕진구 금암동 663,127.1296052,35.84572115,,,POI01000000AKZCWX,전북대학교/체육관,60,7,N,5,,5,5,5,
2208120003,c_c000256,10,맥도날드 대전터미널점,2022-08-12,2022-08-12,대전 동구 동서대로 1689,대전 동구 용전동 63-3,127.4370306,36.34990882,,,POI01000000C074Q9,대전복합터미널,30,11,Y,6,,5,5,5,
2211060007,c_c012606,6,원탕신천탕,2022-11-06,2022-11-06,충남 아산시 온천대로 1469,충남 아산시 온양1동 221-2,127.0012368,36.78224262,,,POI010000006QQNFK,원탕신천탕,120,12,N,11,,4,2,2,
2209100004,c_c002110,20,오금로56길 13,2022-09-10,2022-09-11,전남 목포시 백년대로375번길 20,전남 목포시 옥암동 961,126.4273628,34.80850661,,,POI01000000DMD35G,하당2단지금호타운,120,21,,,,,,,
