VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
2209240004,b_b004357,2,소금산막국수,2022-09-24,2022-09-24,강원 원주시 지정면 월송석화로 570,강원 원주시 지정면 월송리 992,127.8358819,37.41217572,,,,,30,11,N,2,,4,4,4,
2210020001,b_b004823,9,더팰리스,2022-10-02,2022-10-03,부산 동래구 석사로33번길 7,부산 동래구 사직동 50-4,129.0628142,35.1996615,,,POI01000000C9BPM3,장원하이드파크,210,21,,,,,,,
2208070002,b_b000029,8,브라운도트 호텔(신호점),2022-08-07,2022-08-08,신호산단1로72번길 33,부산광역시 강서구 신호동,128.8707471,35.083334,,,POI0100000076UHBV,B호텔,420,24,N,8,1,4,4,4,26440
2209250001,b_b004045,1,집,2022-09-25,2022-09-25,,,,,,,,,,21,,,,,,,11170
2208190005,b_b001381,4,땡초김밥 옥봉점,2022-08-19,2022-08-19,경남 진주시 남강로 725,경남 진주시 옥봉동 798-9,128.0909788,35.19158685,,,,,30,11,N,2,,3,3,4,
2211120003,b_b018621,3,자갈치시장,2022-11-12,2022-11-12,부산 중구 자갈치해안로 52,부산 중구 남포동5가 105-1,129.0305798,35.09661988,,,POI01000000B7A8SO,자갈치시장,60,4,Y,4,,3,5,3,
2208220012,b_b001986,12,밀락 더 마켓,2022-08-22,2022-08-22,부산 수영구 민락수변로17번길 56,부산 수영구 민락동 113-31,129.127001,35.15427997,,,,,30,4,N,9,,5,5,5,
2210240002,b_b009302,9,바다담다,2022-10-24,2022-10-24,강원 속초시 영랑해안길 14,강원 속초시 동명동 1-193,128.6010726,38.21282356,,,POI010000006BG1OI,유광회집,60,11,N,5,,5,3,2,
2208190001,b_b001242,1,집,2022-08-19,2022-08-19,,,,,,,POI01000000C3UCEV,렉스타운,,21,,,,,,,
2208260002,b_b001475,6,낙산사로 41,2022-08-26,2022-08-27,낙산사로 41 동신민박,강원도 양양군 강현면,128.6300617,38.1214882,,,,,270,24,N,8,8,5,5,5,42830
2210080006,b_b006819,5,철원dmz마켓,2022-10-08,2022-10-08,,,,,,,,,30,4,N,9,,4,3,3,42780
2209290010,b_b004965,21,집,2022-09-29,2022-09-30,,,,,,,,,150,21,,,,,,,11215
2210010007,b_b005038,8,사창리순대국 본점,2022-10-01,2022-10-01,강원 춘천시 서부대성로173번길 39-1,강원 춘천시 효자동 620,127.7417763,37.87513908,,,,,30,11,N,9,,4,3,3,
2211050006,b_b015936,7,육림닭강정,2022-11-05,2022-11-05,강원 춘천시 소양고개길 46,강원 춘천시 요선동 212-2,127.7265802,37.88219714,,,,,0,11,N,2,,1,1,1,
2210230005,b_b010747,5,봉리단길,2022-10-23,2022-10-23,,경남 김해시 봉황동,128.8772553,35.22857355,,,,,30,4,Y,1,,4,5,4,
2208060001,b_b000226,12,라한셀렉트 경주 수영장,2022-08-06,2022-08-06,경북 경주시 보문로 338,경상북도 경주시 신평동,129.2771517,35.8503808,,,,,150,6,Y,4,,4,3,3,47130
2208220007,b_b001188,8,강릉선교장,2022-08-22,2022-08-22,강원 강릉시 운정길 63,강원 강릉시 운정동 431,128.8851742,37.78664257,,,,,30,2,Y,1,,4,5,5,
2208210006,b_b000617,22,돌팀이횟집,2022-08-21,2022-08-21,경남 하동군 하동읍 섬진강대로 2576,경남 하동군 하동읍 화심리 1678-1,127.7136048,35.09156322,,,,,30,11,N,1,,3,2,4,
2210300001,b_b011890,18,집,2022-10-30,2022-10-31,,,,,,,,,90,21,,,,,,,41190
2210310003,b_b009304,2,대구역,2022-10-31,2022-10-31,대구 북구 태평로 161,대구 북구 칠성동2가 302-155,128.5962772,35.87594877,,,POI0100000070ONM0,대구민자역사,0,9,Y,6,,4,4,4,
2211050003,b_b011122,3,카페은하수,2022-11-05,2022-11-05,강원 철원군 동송읍 한탄강길 112,강원 철원군 동송읍 장흥리 2471,127.2775084,38.19976506,,,,,90,11,N,1,,3,3,3,
