TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
e_e000295,E03,e000295,21;22;4;7;8,2023-06-03,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;4;7;8,7;1;22
e_e000305,H02,e000305,12;2;21;27,2023-06-09,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",12;2;21;27,22;21;27
e_e000335,H02,e000335,1;22;26;4;6,2023-06-17,2023-06-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;26;4;6,1;6;26
e_e000365,H02,e000365,24;26;27;28;5,2023-05-27,2023-05-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",24;26;27;28;5,5;11;12
e_e000401,H02,e000401,1;10;21;23;24,2023-05-27,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;10;21;23;24,1;23;21
e_e000437,H02,e000437,22;25,2023-06-04,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;25,22;25;21
e_e000443,H02,e000443,22;24;27;28;5,2023-06-03,2023-06-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",22;24;27;28;5,5;22;28
e_e000463,H02,e000463,25;24;8;4;22;21;26;27;28;5,2023-06-04,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",25;24;8;4;22;21;26;27;28;5,8;21;25
e_e000506,H02,e000506,22;8,2023-06-02,2023-06-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;8,8;22;3
e_e000559,H02,e000559,8;28;24;22;21,2023-05-27,2023-05-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",8;28;24;22;21,8;28;24
e_e000574,H02,e000574,13;21;24,2023-06-02,2023-06-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",13;21;24,21;13;24
e_e000580,H02,e000580,11;22;3;4;6,2023-06-10,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",11;22;3;4;6,1;3;4
e_e000588,H02,e000588,2;22;26;27;28,2023-05-28,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;22;26;27;28,22;6;26
e_e000632,H02,e000632,4;3,2023-06-03,2023-06-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",4;3,1;3;4
e_e000697,H02,e000697,8,2023-06-04,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",8,8;21;26
e_e000736,H02,e000736,1;11;2;22;4,2023-05-27,2023-05-29,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;11;2;22;4,11;23;22
e_e000823,H02,e000823,3;13;12;4;21;22;24;28,2023-05-27,2023-05-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",3;13;12;4;21;22;24;28,3;24;22
e_e000847,H02,e000847,3;13;22,2023-05-27,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",3;13;22,3;13;22
e_e000866,H02,e000866,1;21;3;4;6,2023-05-27,2023-05-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;3;4;6,3;21;1
e_e000867,H02,e000867,1;21;22,2023-05-31,2023-06-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;21;22,21;22;24
e_e000899,H02,e000899,25;4;6;8,2023-05-27,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",25;4;6;8,25;8;3
e_e000903,H02,e000903,1;22;24;4;6,2023-06-02,2023-06-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;24;4;6,24;23;22
e_e000905,H02,e000905,1;21;22;24;8,2023-05-27,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;22;24;8,1;6;24
e_e001007,H02,e001007,26;22;6;2;1;4;3,2023-06-03,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",26;22;6;2;1;4;3,2;11;24
e_e001078,H02,e001078,1;3;4;5;6,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;3;4;5;6,11;26;22
e_e001085,H02,e001085,1;4;6,2023-05-27,2023-05-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;4;6,1;6;22
e_e001112,H02,e001112,27;22;4;6,2023-05-27,2023-05-29,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",27;22;4;6,4;22;23
e_e001122,H02,e001122,1;2;6,2023-05-27,2023-05-29,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;6,23;6;22
e_e001133,H02,e001133,2;21;22;23;26,2023-06-01,2023-06-03,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;21;22;23;26,2;21;5
e_e001139,H02,e001139,5;9;22,2023-05-27,2023-05-28,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",5;9;22,9;11;22
e_e001156,H02,e001156,1;22;4;7,2023-05-27,2023-05-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;4;7,4;6;22
e_e001161,H02,e001161,22;26,2023-05-27,2023-05-29,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;26,22;1;26
e_e001203,H02,e001203,22;24,2023-05-30,2023-05-31,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",22;24,22;24;1
e_e001209,H02,e001209,8;22;8;8;21;24;26;5,2023-05-28,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",8;22;8;8;21;24;26;5,8;5;21
e_e001235,H02,e001235,1;13;5;7;8,2023-05-29,2023-06-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;13;5;7;8,8;24;27
e_e001241,H02,e001241,21;22;24;26;5,2023-05-27,2023-05-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",21;22;24;26;5,5;21;7
e_e001249,H02,e001249,23;23,2023-05-27,2023-05-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",23;23,23;1;22
e_e001253,H02,e001253,1;21;4;6,2023-05-27,2023-05-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",1;21;4;6,1;4;6
e_e001268,H02,e001268,1;2;3;4;5;6;7;8;9;10;11;12;13;22;21;23;24;25;26;27;28,2023-06-03,2023-06-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;3;4;5;6;7;8;9;10;11;12;13;22;21;23;24;25;26;27;28,25;2;4
e_e001272,H02,e001272,1;4;7;22;26,2023-05-27,2023-05-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;4;7;22;26,1;4;26
e_e001273,H02,e001273,1;10;22;23;4,2023-05-27,2023-05-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;10;22;23;4,10;13;1
e_e001283,H02,e001283,1;3;5;6;7,2023-05-27,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;3;5;6;7,6;2;3
e_e001288,H02,e001288,13;2;22;3;4,2023-05-27,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",13;2;22;3;4,2;3;13
e_e001292,H02,e001292,5,2023-05-30,2023-05-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",5,5;4;24
e_e001297,H02,e001297,11;13;24;27;28;21;24;25;28,2023-05-27,2023-05-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",11;13;24;27;28;21;24;25;28,11;13;2
e_e001310,H02,e001310,1,2023-05-27,2023-05-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1,4;3;1
e_e001315,H02,e001315,2;5;10;23;24;1;22,2023-06-03,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;5;10;23;24;1;22,1;5;11
e_e001343,H02,e001343,1;2;22;3,2023-05-27,2023-05-29,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;22;3,22;21;2
e_e001359,H02,e001359,2;25,2023-05-27,2023-05-29,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",2;25,2;25;24
e_e001367,H02,e001367,2;24;27,2023-05-27,2023-05-29,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;24;27,2;24;3
e_e001368,H02,e001368,21;25;26;4;7,2023-05-27,2023-05-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;25;26;4;7,21;7;26
e_e001371,H02,e001371,1;22;3;4,2023-06-09,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;3;4,4;22;1
e_e001375,H02,e001375,21;22;26;27,2023-06-06,2023-06-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;22;26;27,22;24;26
e_e001393,H02,e001393,22;26;6;1,2023-06-02,2023-06-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;26;6;1,6;26;22
e_e001398,H02,e001398,22;24;27,2023-05-31,2023-06-02,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24;27,27;22;21
e_e001401,H02,e001401,1;4;6,2023-05-27,2023-05-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;4;6,1;4;6
e_e001431,H02,e001431,1;13;3;5;8,2023-06-03,2023-06-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;13;3;5;8,8;5;27
e_e001438,H02,e001438,1;21;22;26,2023-06-06,2023-06-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;21;22;26,1;21;22
e_e001443,H02,e001443,22;27;4;6;9,2023-05-28,2023-05-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;27;4;6;9,6;27;1
e_e001462,H02,e001462,1;2;3;4;21;22;23;26;27,2023-05-28,2023-05-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;3;4;21;22;23;26;27,2;22;1
e_e001481,H02,e001481,1;10;28;3;9,2023-05-29,2023-06-03,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;10;28;3;9,3;2;24
e_e001511,H02,e001511,2;22;26;5,2023-06-04,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;26;5,26;5;22
e_e001531,H02,e001531,12;28;3,2023-06-03,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;28;3,3;12;28
e_e001946,H02,e001946,1;22;28;3;6,2023-06-05,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",1;22;28;3;6,3;22;21
e_e001954,H02,e001954,22;24;2;13,2023-06-06,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",22;24;2;13,3;6;22
e_e002041,H02,e002041,22;23,2023-06-04,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23,23;10;2
e_e002043,H02,e002043,2;22;24;27;1;21;23,2023-06-03,2023-06-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",2;22;24;27;1;21;23,22;2;24
e_e002091,H02,e002091,12;5,2023-06-03,2023-06-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;5,5;12;1
e_e002094,H02,e002094,21;22;27;28;3,2023-06-03,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",21;22;27;28;3,22;21;27
e_e002129,H02,e002129,5;10;22;6,2023-06-04,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",5;10;22;6,5;6;22
e_e002153,H02,e002153,11;2;3;6,2023-06-05,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",11;2;3;6,2;3;23
e_e002155,H02,e002155,21;22;23;24;9;26;27;24,2023-06-09,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",21;22;23;24;9;26;27;24,26;24;6
e_e002223,H02,e002223,13;21;27;28,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",13;21;27;28,13;21;27
e_e002261,H02,e002261,1;10;2;4;5,2023-06-05,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;10;2;4;5,2;23;21
e_e002274,H02,e002274,10;2;22;6,2023-06-04,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",10;2;22;6,10;5;6
e_e002280,H02,e002280,4;21;1,2023-06-09,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",4;21;1,4;1;21
e_e002294,H02,e002294,1;23;22;6,2023-06-09,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;23;22;6,1;23;22
e_e002295,H02,e002295,1;22,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22,1;3;12
e_e002299,H02,e002299,1;22;23;4,2023-06-09,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",1;22;23;4,1;4;23
e_e002368,H02,e002368,1;22;4;6;7,2023-06-08,2023-06-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;4;6;7,23;22;6
e_e002369,H02,e002369,22;25;8,2023-06-05,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;25;8,8;25;22
e_e002424,H02,e002424,11;2;4;5;9,2023-06-06,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",11;2;4;5;9,5;22;24
e_e002430,H02,e002430,2;22;26,2023-06-05,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22;26,2;22;26
e_e002435,H02,e002435,3,2023-06-03,2023-06-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",3,3;12;6
e_e002438,H02,e002438,13;21;22,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",13;21;22,21;24;6
e_e002439,H02,e002439,1;3;4;6;9,2023-06-07,2023-06-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;3;4;6;9,1;6;4
e_e002442,H02,e002442,1;24;27;28,2023-06-09,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;24;27;28,28;27;1
e_e002444,H02,e002444,1;21;22;24;26,2023-06-09,2023-06-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;22;24;26,2;24;1
e_e002447,H02,e002447,1;22;4;6;7,2023-06-10,2023-06-12,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;4;6;7,22;6;9
e_e002448,H02,e002448,6;10;22;23,2023-06-08,2023-06-10,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",6;10;22;23,1;6;23
e_e002458,H02,e002458,10;22;24;26;3,2023-06-04,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",10;22;24;26;3,3;24;26
e_e002466,H02,e002466,25,2023-06-05,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",25,25;21;22
e_e002468,H02,e002468,6;23;22;21;1,2023-06-07,2023-06-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",6;23;22;21;1,23;22;1
e_e002473,H02,e002473,1;26;3;4,2023-06-10,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;26;3;4,3;26;22
e_e002474,H02,e002474,1;11;2;4;7,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;11;2;4;7,2;4;1
e_e002486,H02,e002486,22;24;6,2023-06-28,2023-06-29,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",22;24;6,6;21;9
e_e002487,H02,e002487,22;23;3;4;7,2023-06-10,2023-06-12,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23;3;4;7,3;22;7
e_e002496,H02,e002496,23;3;4,2023-06-10,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부모 동반/일반미션",23;3;4,3;4;6
e_e002499,H02,e002499,22;23;26;6,2023-06-16,2023-06-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;26;6,22;23;26
e_e002509,H02,e002509,25;8,2023-06-03,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",25;8,5;8;25
e_e002543,H02,e002543,21;22;23;4;6,2023-07-01,2023-07-03,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",21;22;23;4;6,28;23;21
e_e002545,H02,e002545,1;22;23;3,2023-06-25,2023-06-27,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;22;23;3,3;6;4
e_e002562,H02,e002562,1;22;4,2023-06-17,2023-06-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;22;4,4;6;3
e_e002588,H02,e002588,22;24;26;6,2023-06-17,2023-06-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;24;26;6,6;26;1
e_e002612,H02,e002612,10;2;23;5;7,2023-06-22,2023-06-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",10;2;23;5;7,23;2;10
e_e002614,H02,e002614,2;21;22;24;5,2023-06-11,2023-06-13,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;21;22;24;5,5;22;21
e_e002618,H02,e002618,10;27;28,2023-06-17,2023-06-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",10;27;28,27;1;22
e_e002624,H02,e002624,21;22;23;26;4,2023-06-24,2023-06-26,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;23;26;4,4;7;23
e_e002639,H02,e002639,10;2;22;28,2023-06-10,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",10;2;22;28,2;22;24
e_e002642,H02,e002642,2;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,2023-06-12,2023-06-14,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,2;6;9
e_e002649,H02,e002649,21;22;8,2023-06-17,2023-06-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;8,22;4;21
e_e002657,H02,e002657,24;27;8,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",24;27;8,8;24;5
e_e002661,H02,e002661,2;21;22;5;6,2023-06-17,2023-06-19,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;21;22;5;6,2;21;6
e_e002667,H02,e002667,25;3,2023-06-14,2023-06-16,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",25;3,25;3;24
e_e002675,H02,e002675,5;8;27,2023-07-03,2023-07-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",5;8;27,5;8;27
e_e002680,H02,e002680,1;21;22;23;4,2023-06-26,2023-06-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;21;22;23;4,5;1;22
e_e002682,H02,e002682,2;21;22,2023-06-10,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;21;22,22;2;10
e_e002686,H02,e002686,1;2;22;26,2023-06-09,2023-06-10,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;2;22;26,2;22;5
e_e002687,H02,e002687,11;22;27;9,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",11;22;27;9,9;11;22
e_e002688,H02,e002688,1;22,2023-06-13,2023-06-14,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;22,1;2;4
e_e002693,H02,e002693,1;2;3;6;9,2023-06-15,2023-06-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;3;6;9,3;2;1
e_e002695,H02,e002695,2;28,2023-06-14,2023-06-16,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;28,2;28;12
e_e002696,H02,e002696,1;2;21;24;27,2023-06-15,2023-06-17,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;2;21;24;27,2;21;24
e_e002703,H02,e002703,21;22;28;3,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;22;28;3,28;3;21
e_e002723,H02,e002723,1;11;12;2;24,2023-06-11,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;11;12;2;24,2;11;22
e_e002731,H02,e002731,2;21;4;5;8,2023-06-24,2023-06-26,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;21;4;5;8,2;10;1
e_e002734,H02,e002734,1;22;23;4,2023-06-24,2023-06-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;23;4,27;23;6
e_e002752,H02,e002752,1;2;22;23;26,2023-06-30,2023-07-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;2;22;23;26,23;22;26
e_e002761,H02,e002761,11;13;21;3;6,2023-07-02,2023-07-03,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",11;13;21;3;6,24;21;26
e_e002772,H02,e002772,1;10;22;23;9,2023-06-14,2023-06-16,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",1;10;22;23;9,1;10;13
e_e002791,H02,e002791,1;2;22;3;7,2023-06-16,2023-06-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;22;3;7,2;22;4
e_e002795,H02,e002795,22;5;7,2023-06-10,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",22;5;7,7;22;1
e_e002796,H02,e002796,24,2023-06-18,2023-06-19,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",24,24;25;22
e_e002797,H02,e002797,27,2023-06-11,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",27,1;2;24
e_e002806,H02,e002806,2;11;22;26,2023-06-09,2023-06-10,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;11;22;26,22;26;12
e_e002807,H02,e002807,1;2,2023-06-11,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;2,2;1;13
e_e002914,H02,e002914,1;12,2023-06-10,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;12,1;12;24
e_e002919,H02,e002919,1;22;26;6;9,2023-06-17,2023-06-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;26;6;9,6;22;9
e_e002926,H02,e002926,21;22;26,2023-06-13,2023-06-14,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;26,22;21;26
e_e002929,H02,e002929,28,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",28,28;5;21
e_e002930,H02,e002930,1;2;22;23;4,2023-06-17,2023-06-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;23;4,2;4;22
e_e002941,H02,e002941,1;2;22;6,2023-06-10,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;22;6,2;24;6
e_e002946,H02,e002946,23,2023-06-10,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",23,10;24;11
e_e002947,H02,e002947,2;21;23,2023-06-10,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;21;23,2;21;23
e_e002948,H02,e002948,22;5,2023-06-17,2023-06-19,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;5,22;5;6
e_e002954,H02,e002954,5,2023-06-10,2023-06-12,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",5,5;9;11
e_e002955,H02,e002955,1;6,2023-06-17,2023-06-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;6,9;1;6
e_e002961,H02,e002961,23;1;22,2023-06-13,2023-06-15,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",23;1;22,1;23;6
e_e002966,H02,e002966,12;8,2023-06-15,2023-06-17,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",12;8,8;1;12
e_e002971,H02,e002971,21;22;4,2023-06-15,2023-06-16,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;4,2;4;24
